weighted_prices,sales,date,A1,A2,A3,R1,R2,R3,M1,M2,M3,P1,P2,P3,D1
1.4873,9306594,03/03/2012,3.849,3.771,4.009,3.793,3.717,3.954,3.92,3.824,4.104,4.043,3.977,4.167,4.094
1.4926,9904507,10/03/2012,3.884,3.8,4.056,3.829,3.747,4.002,3.954,3.852,4.15,4.077,4.003,4.214,4.123
1.4926,9904507,10/03/2012,3.884,3.8,4.056,3.829,3.747,4.002,3.954,3.852,4.15,4.077,4.003,4.214,4.123
1.4955,10257090,17/03/2012,3.923,3.841,4.089,3.867,3.787,4.034,3.993,3.895,4.182,4.117,4.045,4.249,4.142
1.4955,10257090,17/03/2012,3.923,3.841,4.089,3.867,3.787,4.034,3.993,3.895,4.182,4.117,4.045,4.249,4.142
1.4955,10257090,17/03/2012,3.923,3.841,4.089,3.867,3.787,4.034,3.993,3.895,4.182,4.117,4.045,4.249,4.142
1.5134,9554443,24/03/2012,3.973,3.897,4.129,3.918,3.843,4.076,4.042,3.952,4.216,4.168,4.104,4.287,4.147
1.5134,9554443,24/03/2012,3.973,3.897,4.129,3.918,3.843,4.076,4.042,3.952,4.216,4.168,4.104,4.287,4.147
1.5134,9554443,24/03/2012,3.973,3.897,4.129,3.918,3.843,4.076,4.042,3.952,4.216,4.168,4.104,4.287,4.147
1.5134,9554443,24/03/2012,3.973,3.897,4.129,3.918,3.843,4.076,4.042,3.952,4.216,4.168,4.104,4.287,4.147
1.5387,9488395,31/03/2012,3.996,3.928,4.135,3.941,3.874,4.08,4.063,3.981,4.222,4.193,4.136,4.299,4.142
1.5387,9488395,31/03/2012,3.996,3.928,4.135,3.941,3.874,4.08,4.063,3.981,4.222,4.193,4.136,4.299,4.142
1.5387,9488395,31/03/2012,3.996,3.928,4.135,3.941,3.874,4.08,4.063,3.981,4.222,4.193,4.136,4.299,4.142
1.5387,9488395,31/03/2012,3.996,3.928,4.135,3.941,3.874,4.08,4.063,3.981,4.222,4.193,4.136,4.299,4.142
1.5387,9488395,31/03/2012,3.996,3.928,4.135,3.941,3.874,4.08,4.063,3.981,4.222,4.193,4.136,4.299,4.142
1.5431,11337748,07/04/2012,3.997,3.934,4.126,3.939,3.877,4.069,4.067,3.993,4.211,4.201,4.148,4.299,4.148
1.5431,11337748,07/04/2012,3.997,3.934,4.126,3.939,3.877,4.069,4.067,3.993,4.211,4.201,4.148,4.299,4.148
1.5431,11337748,07/04/2012,3.997,3.934,4.126,3.939,3.877,4.069,4.067,3.993,4.211,4.201,4.148,4.299,4.148
1.5431,11250617,07/04/2012,3.997,3.934,4.126,3.939,3.877,4.069,4.067,3.993,4.211,4.201,4.148,4.299,4.148
1.5431,11337748,07/04/2012,3.997,3.934,4.126,3.939,3.877,4.069,4.067,3.993,4.211,4.201,4.148,4.299,4.148
1.519,10202237,14/04/2012,3.98,3.923,4.097,3.922,3.867,4.039,4.047,3.978,4.181,4.183,4.134,4.275,4.127
1.519,10202237,14/04/2012,3.98,3.923,4.097,3.922,3.867,4.039,4.047,3.978,4.181,4.183,4.134,4.275,4.127
1.519,10202237,14/04/2012,3.98,3.923,4.097,3.922,3.867,4.039,4.047,3.978,4.181,4.183,4.134,4.275,4.127
1.519,10202237,14/04/2012,3.98,3.923,4.097,3.922,3.867,4.039,4.047,3.978,4.181,4.183,4.134,4.275,4.127
1.519,10202237,14/04/2012,3.98,3.923,4.097,3.922,3.867,4.039,4.047,3.978,4.181,4.183,4.134,4.275,4.127
1.5045,11582788,21/04/2012,3.929,3.861,4.066,3.87,3.805,4.007,3.999,3.919,4.154,4.136,4.074,4.25,4.085
1.5045,11582788,21/04/2012,3.929,3.861,4.066,3.87,3.805,4.007,3.999,3.919,4.154,4.136,4.074,4.25,4.085
1.5045,11582788,21/04/2012,3.929,3.861,4.066,3.87,3.805,4.007,3.999,3.919,4.154,4.136,4.074,4.25,4.085
1.5041,11502570,21/04/2012,3.929,3.861,4.066,3.87,3.805,4.007,3.999,3.919,4.154,4.136,4.074,4.25,4.085
1.5045,11582788,21/04/2012,3.929,3.861,4.066,3.87,3.805,4.007,3.999,3.919,4.154,4.136,4.074,4.25,4.085
1.503,11686869,28/04/2012,3.889,3.821,4.027,3.83,3.764,3.967,3.962,3.882,4.116,4.097,4.036,4.211,4.073
1.503,11686869,28/04/2012,3.889,3.821,4.027,3.83,3.764,3.967,3.962,3.882,4.116,4.097,4.036,4.211,4.073
1.503,11686869,28/04/2012,3.889,3.821,4.027,3.83,3.764,3.967,3.962,3.882,4.116,4.097,4.036,4.211,4.073
1.503,11686869,28/04/2012,3.889,3.821,4.027,3.83,3.764,3.967,3.962,3.882,4.116,4.097,4.036,4.211,4.073
1.503,11686869,28/04/2012,3.889,3.821,4.027,3.83,3.764,3.967,3.962,3.882,4.116,4.097,4.036,4.211,4.073
1.5165,10531144,05/05/2012,3.849,3.773,4.005,3.79,3.718,3.943,3.923,3.831,4.101,4.054,3.98,4.19,4.057
1.5165,10531144,05/05/2012,3.849,3.773,4.005,3.79,3.718,3.943,3.923,3.831,4.101,4.054,3.98,4.19,4.057
1.5169,10309396,05/05/2012,3.849,3.773,4.005,3.79,3.718,3.943,3.923,3.831,4.101,4.054,3.98,4.19,4.057
1.5165,10531144,05/05/2012,3.849,3.773,4.005,3.79,3.718,3.943,3.923,3.831,4.101,4.054,3.98,4.19,4.057
1.5165,10531144,05/05/2012,3.849,3.773,4.005,3.79,3.718,3.943,3.923,3.831,4.101,4.054,3.98,4.19,4.057
1.5269,12204502,12/05/2012,3.814,3.713,4.02,3.754,3.658,3.956,3.895,3.774,4.13,4.02,3.919,4.207,4.004
1.5269,12204502,12/05/2012,3.814,3.713,4.02,3.754,3.658,3.956,3.895,3.774,4.13,4.02,3.919,4.207,4.004
1.5269,12204502,12/05/2012,3.814,3.713,4.02,3.754,3.658,3.956,3.895,3.774,4.13,4.02,3.919,4.207,4.004
1.5269,12204502,12/05/2012,3.814,3.713,4.02,3.754,3.658,3.956,3.895,3.774,4.13,4.02,3.919,4.207,4.004
1.5269,12204502,12/05/2012,3.814,3.713,4.02,3.754,3.658,3.956,3.895,3.774,4.13,4.02,3.919,4.207,4.004
1.5271,9298953,19/05/2012,3.773,3.676,3.972,3.715,3.622,3.909,3.85,3.731,4.081,3.975,3.878,4.156,3.956
1.5271,9298953,19/05/2012,3.773,3.676,3.972,3.715,3.622,3.909,3.85,3.731,4.081,3.975,3.878,4.156,3.956
1.5271,9298953,19/05/2012,3.773,3.676,3.972,3.715,3.622,3.909,3.85,3.731,4.081,3.975,3.878,4.156,3.956
1.5271,9265699,19/05/2012,3.773,3.676,3.972,3.715,3.622,3.909,3.85,3.731,4.081,3.975,3.878,4.156,3.956
1.5271,9298953,19/05/2012,3.773,3.676,3.972,3.715,3.622,3.909,3.85,3.731,4.081,3.975,3.878,4.156,3.956
1.521,10220592,26/05/2012,3.728,3.628,3.932,3.67,3.575,3.868,3.805,3.682,4.043,3.929,3.828,4.117,3.897
1.521,10220592,26/05/2012,3.728,3.628,3.932,3.67,3.575,3.868,3.805,3.682,4.043,3.929,3.828,4.117,3.897
1.521,10220592,26/05/2012,3.728,3.628,3.932,3.67,3.575,3.868,3.805,3.682,4.043,3.929,3.828,4.117,3.897
1.521,10220592,26/05/2012,3.728,3.628,3.932,3.67,3.575,3.868,3.805,3.682,4.043,3.929,3.828,4.117,3.897
1.521,10220592,26/05/2012,3.728,3.628,3.932,3.67,3.575,3.868,3.805,3.682,4.043,3.929,3.828,4.117,3.897
1.5163,10383891,02/06/2012,3.671,3.57,3.878,3.613,3.518,3.812,3.75,3.624,3.993,3.871,3.766,4.065,3.846
1.5163,10383891,02/06/2012,3.671,3.57,3.878,3.613,3.518,3.812,3.75,3.624,3.993,3.871,3.766,4.065,3.846
1.5163,10383891,02/06/2012,3.671,3.57,3.878,3.613,3.518,3.812,3.75,3.624,3.993,3.871,3.766,4.065,3.846
1.5163,10383891,02/06/2012,3.671,3.57,3.878,3.613,3.518,3.812,3.75,3.624,3.993,3.871,3.766,4.065,3.846
1.5163,10383891,02/06/2012,3.671,3.57,3.878,3.613,3.518,3.812,3.75,3.624,3.993,3.871,3.766,4.065,3.846
1.5517,10089568,09/06/2012,3.629,3.541,3.809,3.572,3.489,3.745,3.703,3.592,3.92,3.829,3.74,3.994,3.781
1.5517,10089568,09/06/2012,3.629,3.541,3.809,3.572,3.489,3.745,3.703,3.592,3.92,3.829,3.74,3.994,3.781
1.5518,10094245,09/06/2012,3.629,3.541,3.809,3.572,3.489,3.745,3.703,3.592,3.92,3.829,3.74,3.994,3.781
1.5517,10089568,09/06/2012,3.629,3.541,3.809,3.572,3.489,3.745,3.703,3.592,3.92,3.829,3.74,3.994,3.781
1.5518,10094245,09/06/2012,3.629,3.541,3.809,3.572,3.489,3.745,3.703,3.592,3.92,3.829,3.74,3.994,3.781
1.5879,10773245,16/06/2012,3.589,3.522,3.724,3.533,3.473,3.66,3.661,3.572,3.833,3.78,3.708,3.914,3.729
1.5879,10773288,16/06/2012,3.589,3.522,3.724,3.533,3.473,3.66,3.661,3.572,3.833,3.78,3.708,3.914,3.729
1.5879,10773288,16/06/2012,3.589,3.522,3.724,3.533,3.473,3.66,3.661,3.572,3.833,3.78,3.708,3.914,3.729
1.5879,10773288,16/06/2012,3.589,3.522,3.724,3.533,3.473,3.66,3.661,3.572,3.833,3.78,3.708,3.914,3.729
1.5879,10773288,16/06/2012,3.589,3.522,3.724,3.533,3.473,3.66,3.661,3.572,3.833,3.78,3.708,3.914,3.729
1.6234,10936504,23/06/2012,3.494,3.428,3.629,3.437,3.378,3.562,3.568,3.481,3.735,3.693,3.619,3.832,3.678
1.6228,11102437,23/06/2012,3.494,3.428,3.629,3.437,3.378,3.562,3.568,3.481,3.735,3.693,3.619,3.832,3.678
1.6228,11102437,23/06/2012,3.494,3.428,3.629,3.437,3.378,3.562,3.568,3.481,3.735,3.693,3.619,3.832,3.678
1.6228,11102437,23/06/2012,3.494,3.428,3.629,3.437,3.378,3.562,3.568,3.481,3.735,3.693,3.619,3.832,3.678
1.6228,11102437,23/06/2012,3.494,3.428,3.629,3.437,3.378,3.562,3.568,3.481,3.735,3.693,3.619,3.832,3.678
1.6346,10677217,30/06/2012,3.415,3.343,3.561,3.356,3.291,3.493,3.489,3.398,3.665,3.618,3.54,3.764,3.648
1.6346,10677216,30/06/2012,3.415,3.343,3.561,3.356,3.291,3.493,3.489,3.398,3.665,3.618,3.54,3.764,3.648
1.6346,10677216,30/06/2012,3.415,3.343,3.561,3.356,3.291,3.493,3.489,3.398,3.665,3.618,3.54,3.764,3.648
1.6346,10677216,30/06/2012,3.415,3.343,3.561,3.356,3.291,3.493,3.489,3.398,3.665,3.618,3.54,3.764,3.648
1.6346,10677216,30/06/2012,3.415,3.343,3.561,3.356,3.291,3.493,3.489,3.398,3.665,3.618,3.54,3.764,3.648
1.6423,10039091,07/07/2012,3.469,3.411,3.588,3.411,3.357,3.522,3.539,3.465,3.682,3.674,3.613,3.789,3.683
1.6423,10039091,07/07/2012,3.469,3.411,3.588,3.411,3.357,3.522,3.539,3.465,3.682,3.674,3.613,3.789,3.683
1.6423,10039091,07/07/2012,3.469,3.411,3.588,3.411,3.357,3.522,3.539,3.465,3.682,3.674,3.613,3.789,3.683
1.6423,10039091,07/07/2012,3.469,3.411,3.588,3.411,3.357,3.522,3.539,3.465,3.682,3.674,3.613,3.789,3.683
1.6423,10039091,07/07/2012,3.469,3.411,3.588,3.411,3.357,3.522,3.539,3.465,3.682,3.674,3.613,3.789,3.683
1.6444,11720072,14/07/2012,3.485,3.416,3.625,3.427,3.364,3.561,3.551,3.467,3.713,3.69,3.618,3.823,3.695
1.6445,11762237,14/07/2012,3.485,3.416,3.625,3.427,3.364,3.561,3.551,3.467,3.713,3.69,3.618,3.823,3.695
1.6445,11762195,14/07/2012,3.485,3.416,3.625,3.427,3.364,3.561,3.551,3.467,3.713,3.69,3.618,3.823,3.695
1.6445,11762237,14/07/2012,3.485,3.416,3.625,3.427,3.364,3.561,3.551,3.467,3.713,3.69,3.618,3.823,3.695
1.6445,11762237,14/07/2012,3.485,3.416,3.625,3.427,3.364,3.561,3.551,3.467,3.713,3.69,3.618,3.823,3.695
1.6488,12044062,21/07/2012,3.554,3.491,3.683,3.494,3.435,3.619,3.626,3.552,3.771,3.765,3.703,3.881,3.783
1.6488,12044062,21/07/2012,3.554,3.491,3.683,3.494,3.435,3.619,3.626,3.552,3.771,3.765,3.703,3.881,3.783
1.6488,12043935,21/07/2012,3.554,3.491,3.683,3.494,3.435,3.619,3.626,3.552,3.771,3.765,3.703,3.881,3.783
1.6488,12044062,21/07/2012,3.554,3.491,3.683,3.494,3.435,3.619,3.626,3.552,3.771,3.765,3.703,3.881,3.783
1.6488,12044062,21/07/2012,3.554,3.491,3.683,3.494,3.435,3.619,3.626,3.552,3.771,3.765,3.703,3.881,3.783
1.6766,14427344,28/07/2012,3.568,3.506,3.693,3.508,3.45,3.63,3.639,3.565,3.78,3.779,3.719,3.889,3.796
1.6765,14423447,28/07/2012,3.568,3.506,3.693,3.508,3.45,3.63,3.639,3.565,3.78,3.779,3.719,3.889,3.796
1.6766,14427344,28/07/2012,3.568,3.506,3.693,3.508,3.45,3.63,3.639,3.565,3.78,3.779,3.719,3.889,3.796
1.6766,14427344,28/07/2012,3.568,3.506,3.693,3.508,3.45,3.63,3.639,3.565,3.78,3.779,3.719,3.889,3.796
1.6766,14427344,28/07/2012,3.568,3.506,3.693,3.508,3.45,3.63,3.639,3.565,3.78,3.779,3.719,3.889,3.796
1.7121,11507534,04/08/2012,3.702,3.66,3.788,3.645,3.606,3.727,3.767,3.714,3.87,3.907,3.869,3.976,3.85
1.7107,12302501,04/08/2012,3.702,3.66,3.788,3.645,3.606,3.727,3.767,3.714,3.87,3.907,3.869,3.976,3.85
1.7107,12302501,04/08/2012,3.702,3.66,3.788,3.645,3.606,3.727,3.767,3.714,3.87,3.907,3.869,3.976,3.85
1.7107,12302501,04/08/2012,3.702,3.66,3.788,3.645,3.606,3.727,3.767,3.714,3.87,3.907,3.869,3.976,3.85
1.7107,12302501,04/08/2012,3.702,3.66,3.788,3.645,3.606,3.727,3.767,3.714,3.87,3.907,3.869,3.976,3.85
1.7171,11572541,11/08/2012,3.779,3.717,3.906,3.721,3.662,3.846,3.847,3.771,3.994,3.985,3.928,4.091,3.965
1.7171,11572541,11/08/2012,3.779,3.717,3.906,3.721,3.662,3.846,3.847,3.771,3.994,3.985,3.928,4.091,3.965
1.7171,11572541,11/08/2012,3.779,3.717,3.906,3.721,3.662,3.846,3.847,3.771,3.994,3.985,3.928,4.091,3.965
1.7171,11572541,11/08/2012,3.779,3.717,3.906,3.721,3.662,3.846,3.847,3.771,3.994,3.985,3.928,4.091,3.965
1.717,11567114,11/08/2012,3.779,3.717,3.906,3.721,3.662,3.846,3.847,3.771,3.994,3.985,3.928,4.091,3.965
1.754,11772770,18/08/2012,3.803,3.739,3.934,3.744,3.682,3.873,3.874,3.797,4.023,4.014,3.956,4.12,4.026
1.7552,11553344,18/08/2012,3.803,3.739,3.934,3.744,3.682,3.873,3.874,3.797,4.023,4.014,3.956,4.12,4.026
1.754,11772770,18/08/2012,3.803,3.739,3.934,3.744,3.682,3.873,3.874,3.797,4.023,4.014,3.956,4.12,4.026
1.754,11772770,18/08/2012,3.803,3.739,3.934,3.744,3.682,3.873,3.874,3.797,4.023,4.014,3.956,4.12,4.026
1.754,11772770,18/08/2012,3.803,3.739,3.934,3.744,3.682,3.873,3.874,3.797,4.023,4.014,3.956,4.12,4.026
1.8121,11848573,25/08/2012,3.837,3.78,3.951,3.776,3.722,3.888,3.909,3.839,4.044,4.051,4.003,4.142,4.089
1.8117,11890833,25/08/2012,3.837,3.78,3.951,3.776,3.722,3.888,3.909,3.839,4.044,4.051,4.003,4.142,4.089
1.8117,11890833,25/08/2012,3.837,3.78,3.951,3.776,3.722,3.888,3.909,3.839,4.044,4.051,4.003,4.142,4.089
1.8117,11890833,25/08/2012,3.837,3.78,3.951,3.776,3.722,3.888,3.909,3.839,4.044,4.051,4.003,4.142,4.089
1.8117,11890833,25/08/2012,3.837,3.78,3.951,3.776,3.722,3.888,3.909,3.839,4.044,4.051,4.003,4.142,4.089
1.8469,11405172,01/09/2012,3.903,3.854,4.001,3.843,3.797,3.94,3.975,3.916,4.089,4.111,4.07,4.189,4.127
1.8469,11405172,01/09/2012,3.903,3.854,4.001,3.843,3.797,3.94,3.975,3.916,4.089,4.111,4.07,4.189,4.127
1.8469,11405172,01/09/2012,3.903,3.854,4.001,3.843,3.797,3.94,3.975,3.916,4.089,4.111,4.07,4.189,4.127
1.8469,11362818,01/09/2012,3.903,3.854,4.001,3.843,3.797,3.94,3.975,3.916,4.089,4.111,4.07,4.189,4.127
1.8469,11362818,01/09/2012,3.903,3.854,4.001,3.843,3.797,3.94,3.975,3.916,4.089,4.111,4.07,4.189,4.127
1.8533,11319528,08/09/2012,3.907,3.856,4.012,3.847,3.799,3.949,3.981,3.919,4.1,4.119,4.071,4.208,4.132
1.8533,11319528,08/09/2012,3.907,3.856,4.012,3.847,3.799,3.949,3.981,3.919,4.1,4.119,4.071,4.208,4.132
1.8533,11319528,08/09/2012,3.907,3.856,4.012,3.847,3.799,3.949,3.981,3.919,4.1,4.119,4.071,4.208,4.132
1.8533,11319528,08/09/2012,3.907,3.856,4.012,3.847,3.799,3.949,3.981,3.919,4.1,4.119,4.071,4.208,4.132
1.8533,11319528,08/09/2012,3.907,3.856,4.012,3.847,3.799,3.949,3.981,3.919,4.1,4.119,4.071,4.208,4.132
1.8515,11657162,15/09/2012,3.939,3.89,4.038,3.878,3.832,3.974,4.013,3.955,4.124,4.154,4.108,4.239,4.135
1.8515,11657162,15/09/2012,3.939,3.89,4.038,3.878,3.832,3.974,4.013,3.955,4.124,4.154,4.108,4.239,4.135
1.8515,11657162,15/09/2012,3.939,3.89,4.038,3.878,3.832,3.974,4.013,3.955,4.124,4.154,4.108,4.239,4.135
1.8515,11657162,15/09/2012,3.939,3.89,4.038,3.878,3.832,3.974,4.013,3.955,4.124,4.154,4.108,4.239,4.135
1.8515,11657162,15/09/2012,3.939,3.89,4.038,3.878,3.832,3.974,4.013,3.955,4.124,4.154,4.108,4.239,4.135
1.8484,12507227,22/09/2012,3.889,3.834,4.002,3.826,3.775,3.934,3.966,3.899,4.098,4.11,4.056,4.21,4.086
1.8484,12507227,22/09/2012,3.889,3.834,4.002,3.826,3.775,3.934,3.966,3.899,4.098,4.11,4.056,4.21,4.086
1.8484,12507227,22/09/2012,3.889,3.834,4.002,3.826,3.775,3.934,3.966,3.899,4.098,4.11,4.056,4.21,4.086
1.8484,12507227,22/09/2012,3.889,3.834,4.002,3.826,3.775,3.934,3.966,3.899,4.098,4.11,4.056,4.21,4.086
1.8484,12507227,22/09/2012,3.889,3.834,4.002,3.826,3.775,3.934,3.966,3.899,4.098,4.11,4.056,4.21,4.086
1.8907,11811904,29/09/2012,3.866,3.808,3.986,3.804,3.75,3.916,3.944,3.87,4.086,4.087,4.026,4.2,4.079
1.8907,11811904,29/09/2012,3.866,3.808,3.986,3.804,3.75,3.916,3.944,3.87,4.086,4.087,4.026,4.2,4.079
1.8907,11811904,29/09/2012,3.866,3.808,3.986,3.804,3.75,3.916,3.944,3.87,4.086,4.087,4.026,4.2,4.079
1.8907,11811904,29/09/2012,3.866,3.808,3.986,3.804,3.75,3.916,3.944,3.87,4.086,4.087,4.026,4.2,4.079
1.8907,11811904,29/09/2012,3.866,3.808,3.986,3.804,3.75,3.916,3.944,3.87,4.086,4.087,4.026,4.2,4.079
1.9586,11755783,06/10/2012,3.914,3.8,4.147,3.85,3.742,4.078,4.002,3.864,4.27,4.133,4.02,4.344,4.094
1.9586,11755783,06/10/2012,3.914,3.8,4.147,3.85,3.742,4.078,4.002,3.864,4.27,4.133,4.02,4.344,4.094
1.9586,11755783,06/10/2012,3.914,3.8,4.147,3.85,3.742,4.078,4.002,3.864,4.27,4.133,4.02,4.344,4.094
1.9586,11755783,06/10/2012,3.914,3.8,4.147,3.85,3.742,4.078,4.002,3.864,4.27,4.133,4.02,4.344,4.094
1.9586,11755783,06/10/2012,3.914,3.8,4.147,3.85,3.742,4.078,4.002,3.864,4.27,4.133,4.02,4.344,4.094
2.0324,11635837,13/10/2012,3.886,3.774,4.113,3.819,3.713,4.042,3.976,3.841,4.238,4.113,4.004,4.316,4.15
2.0324,11635837,13/10/2012,3.886,3.774,4.113,3.819,3.713,4.042,3.976,3.841,4.238,4.113,4.004,4.316,4.15
2.0324,11635837,13/10/2012,3.886,3.774,4.113,3.819,3.713,4.042,3.976,3.841,4.238,4.113,4.004,4.316,4.15
2.0324,11635837,13/10/2012,3.886,3.774,4.113,3.819,3.713,4.042,3.976,3.841,4.238,4.113,4.004,4.316,4.15
2.0324,11635837,13/10/2012,3.886,3.774,4.113,3.819,3.713,4.042,3.976,3.841,4.238,4.113,4.004,4.316,4.15
2.0889,10887776,20/10/2012,3.756,3.645,3.981,3.687,3.582,3.908,3.85,3.717,4.107,3.992,3.884,4.193,4.116
2.0889,10887776,20/10/2012,3.756,3.645,3.981,3.687,3.582,3.908,3.85,3.717,4.107,3.992,3.884,4.193,4.116
2.0889,10887776,20/10/2012,3.756,3.645,3.981,3.687,3.582,3.908,3.85,3.717,4.107,3.992,3.884,4.193,4.116
2.0889,10887776,20/10/2012,3.756,3.645,3.981,3.687,3.582,3.908,3.85,3.717,4.107,3.992,3.884,4.193,4.116
2.0889,10887776,20/10/2012,3.756,3.645,3.981,3.687,3.582,3.908,3.85,3.717,4.107,3.992,3.884,4.193,4.116
2.0715,11417752,27/10/2012,3.638,3.545,3.826,3.568,3.48,3.752,3.733,3.622,3.948,3.878,3.788,4.044,4.03
2.0715,11417752,27/10/2012,3.638,3.545,3.826,3.568,3.48,3.752,3.733,3.622,3.948,3.878,3.788,4.044,4.03
2.0715,11417752,27/10/2012,3.638,3.545,3.826,3.568,3.48,3.752,3.733,3.622,3.948,3.878,3.788,4.044,4.03
2.0715,11417752,27/10/2012,3.638,3.545,3.826,3.568,3.48,3.752,3.733,3.622,3.948,3.878,3.788,4.044,4.03
2.0715,11417752,27/10/2012,3.638,3.545,3.826,3.568,3.48,3.752,3.733,3.622,3.948,3.878,3.788,4.044,4.03
2.0648,12165856,03/11/2012,3.563,3.471,3.749,3.492,3.406,3.673,3.652,3.542,3.864,3.808,3.717,3.978,4.01
2.0648,12165856,03/11/2012,3.563,3.471,3.749,3.492,3.406,3.673,3.652,3.542,3.864,3.808,3.717,3.978,4.01
2.0648,12165856,03/11/2012,3.563,3.471,3.749,3.492,3.406,3.673,3.652,3.542,3.864,3.808,3.717,3.978,4.01
2.0648,12165856,03/11/2012,3.563,3.471,3.749,3.492,3.406,3.673,3.652,3.542,3.864,3.808,3.717,3.978,4.01
2.0648,12165856,03/11/2012,3.563,3.471,3.749,3.492,3.406,3.673,3.652,3.542,3.864,3.808,3.717,3.978,4.01
2.0783,10903254,10/11/2012,3.518,3.437,3.685,3.449,3.372,3.611,3.605,3.509,3.793,3.761,3.678,3.913,3.98
2.0783,10903254,10/11/2012,3.518,3.437,3.685,3.449,3.372,3.611,3.605,3.509,3.793,3.761,3.678,3.913,3.98
2.0783,10903254,10/11/2012,3.518,3.437,3.685,3.449,3.372,3.611,3.605,3.509,3.793,3.761,3.678,3.913,3.98
2.0783,10903254,10/11/2012,3.518,3.437,3.685,3.449,3.372,3.611,3.605,3.509,3.793,3.761,3.678,3.913,3.98
2.0783,10903254,10/11/2012,3.518,3.437,3.685,3.449,3.372,3.611,3.605,3.509,3.793,3.761,3.678,3.913,3.98
2.0566,12120109,17/11/2012,3.497,3.423,3.649,3.429,3.36,3.573,3.579,3.489,3.754,3.74,3.662,3.885,3.976
2.0557,12119105,17/11/2012,3.497,3.423,3.649,3.429,3.36,3.573,3.579,3.489,3.754,3.74,3.662,3.885,3.976
2.0543,12046202,17/11/2012,3.497,3.423,3.649,3.429,3.36,3.573,3.579,3.489,3.754,3.74,3.662,3.885,3.976
2.0557,12119105,17/11/2012,3.497,3.423,3.649,3.429,3.36,3.573,3.579,3.489,3.754,3.74,3.662,3.885,3.976
2.0557,12119105,17/11/2012,3.497,3.423,3.649,3.429,3.36,3.573,3.579,3.489,3.754,3.74,3.662,3.885,3.976
1.9965,11072707,24/11/2012,3.505,3.445,3.628,3.437,3.382,3.553,3.585,3.511,3.73,3.746,3.684,3.861,4.034
1.9965,11072707,24/11/2012,3.505,3.445,3.628,3.437,3.382,3.553,3.585,3.511,3.73,3.746,3.684,3.861,4.034
1.9965,11072707,24/11/2012,3.505,3.445,3.628,3.437,3.382,3.553,3.585,3.511,3.73,3.746,3.684,3.861,4.034
1.9934,10720021,24/11/2012,3.505,3.445,3.628,3.437,3.382,3.553,3.585,3.511,3.73,3.746,3.684,3.861,4.034
1.9965,11072707,24/11/2012,3.505,3.445,3.628,3.437,3.382,3.553,3.585,3.511,3.73,3.746,3.684,3.861,4.034
1.9197,12890602,01/12/2012,3.463,3.401,3.589,3.394,3.337,3.513,3.548,3.474,3.692,3.707,3.643,3.826,4.027
1.9197,12890602,01/12/2012,3.463,3.401,3.589,3.394,3.337,3.513,3.548,3.474,3.692,3.707,3.643,3.826,4.027
1.9197,12890602,01/12/2012,3.463,3.401,3.589,3.394,3.337,3.513,3.548,3.474,3.692,3.707,3.643,3.826,4.027
1.9197,12890602,01/12/2012,3.463,3.401,3.589,3.394,3.337,3.513,3.548,3.474,3.692,3.707,3.643,3.826,4.027
1.8641,12153287,08/12/2012,3.419,3.363,3.534,3.349,3.297,3.459,3.504,3.436,3.636,3.664,3.606,3.77,3.991
1.8641,12153287,08/12/2012,3.419,3.363,3.534,3.349,3.297,3.459,3.504,3.436,3.636,3.664,3.606,3.77,3.991
1.8641,12153287,08/12/2012,3.419,3.363,3.534,3.349,3.297,3.459,3.504,3.436,3.636,3.664,3.606,3.77,3.991
1.8141,10876368,15/12/2012,3.324,3.263,3.448,3.254,3.198,3.371,3.409,3.336,3.551,3.571,3.507,3.69,3.945
1.8141,10871688,15/12/2012,3.324,3.263,3.448,3.254,3.198,3.371,3.409,3.336,3.551,3.571,3.507,3.69,3.945
1.7833,10729805,22/12/2012,3.328,3.271,3.444,3.257,3.205,3.366,3.415,3.346,3.548,3.576,3.517,3.688,3.923
1.7472,11792600,05/01/2013,3.373,3.304,3.512,3.299,3.233,3.437,3.463,3.383,3.616,3.631,3.568,3.748,3.911
1.7471,11792600,05/01/2013,3.373,3.304,3.512,3.299,3.233,3.437,3.463,3.383,3.616,3.631,3.568,3.748,3.911
1.7472,11792600,05/01/2013,3.373,3.304,3.512,3.299,3.233,3.437,3.463,3.383,3.616,3.631,3.568,3.748,3.911
1.7471,11792600,05/01/2013,3.373,3.304,3.512,3.299,3.233,3.437,3.463,3.383,3.616,3.631,3.568,3.748,3.911
1.7472,11792600,05/01/2013,3.373,3.304,3.512,3.299,3.233,3.437,3.463,3.383,3.616,3.631,3.568,3.748,3.911
1.7542,10851702,12/01/2013,3.377,3.308,3.519,3.303,3.236,3.444,3.467,3.386,3.623,3.637,3.575,3.753,3.894
1.7542,10851702,12/01/2013,3.377,3.308,3.519,3.303,3.236,3.444,3.467,3.386,3.623,3.637,3.575,3.753,3.894
1.7542,10851702,12/01/2013,3.377,3.308,3.519,3.303,3.236,3.444,3.467,3.386,3.623,3.637,3.575,3.753,3.894
1.7542,10851702,12/01/2013,3.377,3.308,3.519,3.303,3.236,3.444,3.467,3.386,3.623,3.637,3.575,3.753,3.894
1.7542,10851702,12/01/2013,3.377,3.308,3.519,3.303,3.236,3.444,3.467,3.386,3.623,3.637,3.575,3.753,3.894
